question,answer
How to update my mobile number in records? Need info.,You can update it online through the customer portal. Use the app.
How can I apply for a new connection? Need info.,Visit the official discom website and apply online. Stay informed.
What should I do during a power outage? Please help.,Report the outage through the Bijli Mitra app. Stay informed.
Why is my electricity bill so high? Urgent!,High usage or faulty meter could be the reason. Thank you.
What should I do during a power outage? Need info.,"Report the outage through the Bijli Mitra app. For more info, visit our website."
What should I do during a power outage? Explain.,"Report the outage through the Bijli Mitra app. For more info, visit our website."
Why is my electricity bill so high? Please help.,High usage or faulty meter could be the reason. Use the app.
How can I apply for a new connection? Urgent!,Visit the official discom website and apply online. Use the app.
How to update my mobile number in records? Please help.,You can update it online through the customer portal. Use the app.
Why is my electricity bill so high? Explain.,High usage or faulty meter could be the reason. Stay informed.
How to update my mobile number in records?,You can update it online through the customer portal. Stay informed.
How to update my mobile number in records? Need info.,You can update it online through the customer portal. Stay informed.
What should I do during a power outage? Please help.,"Report the outage through the Bijli Mitra app. For more info, visit our website."
What should I do during a power outage? Please help.,Report the outage through the Bijli Mitra app. Stay informed.
What should I do during a power outage? Explain.,Report the outage through the Bijli Mitra app. Thank you.
What should I do during a power outage?,Report the outage through the Bijli Mitra app. Use the app.
How to update my mobile number in records?,"You can update it online through the customer portal. For more info, visit our website."
Why is my electricity bill so high?,High usage or faulty meter could be the reason. Use the app.
